"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SH.STA.WAST.MA.ZS","Prévalence de la malnutrition, garçons (% des enfants de moins de 5 ans)","Prevalence of wasting, male,is the proportion of boys under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","Organisation mondiale de la santé, Global Database on Child Growth and Malnutrition. Les données à l’échelle des pays sont des données non corrigées issues d’enquêtes nationales, et ne sont donc pas comparables entre les pays.",
"SH.STA.SUIC.P5","Taux de mortalité par suicide (pour 100 000 hab.)","Suicide mortality rate is the number of suicide deaths in a year per 100,000 population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",
"SH.STA.STNT.ME.ZS","","","",
"SH.STA.SMSS.UR.ZS","","","",
"SH.STA.POIS.P5","","","",
"SH.STA.OWGH.FE.ZS","Prévalence de l’obésité, filles (% d’enfants de moins de 5 ans)","Prévalence de l’obésité, filles (% d’enfants de moins de 5 ans)","Organisation mondiale de la santé, Global Database on Child Growth and Malnutrition. Les données à l’échelle des pays sont des données non corrigées issues d’enquêtes nationales, et ne sont donc pas comparables entre les pays.",
"per_lm_alllm.cov_q1_tot","Couverture des allocations chômage et des programmes actifs du marché du travail dans le quintile le plus pauvre (% de la population)","Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.","Banque mondiale, ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity. Les données reposent sur des enquêtes représentatives menées auprès des ménages à l’échelon national (datatopics.worldbank.org/aspire/).",
"per_allsp.cov_pop_tot","Couverture des programmes de protection sociale et d’emploi (% de la population)","Coverage of social protection and labor programs (SPL) shows the percentage of population participating in social insurance, social safety net, and unemployment benefits and active labor market programs. Estimates include both direct and indirect beneficiaries.","Banque mondiale, ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity. Les données reposent sur des enquêtes représentatives menées auprès des ménages à l’échelon national (datatopics.worldbank.org/aspire/).",
"PA.NUS.PPPC.RF","Ration facteur de conversion PPA (PIB)/taux de change du marché","Le facteur de conversion de la parité des pouvoirs d'achats est le nombre d'unités d'une devise d'un pays nécessaire pour acheter la même quantité de biens et services sur le marché intérieur qu'un dollar américain permettrait d'acheter aux États-Unis. Le ratio du facteur de conversion de PPA par rapport au taux de change est le résultat obtenu en divisant le facteur de conversion de PPA par le taux de change du marché. Ce ratio, aussi appelé le niveau national des prix, permet de comparer le coût d'un ensemble de biens qui font partie du produit intérieur brut (PIB) dans divers pays. Ce ratio permet de savoir combien de dollars sont nécessaires pour acheter un dollar de biens dans ce pays comparativement aux États-Unis.","Base de données du programme international de comparaison de la Banque mondiale.",
"NY.TTF.GNFS.KN","Ajustements des termes de l’échange (unités de devises locales constantes)","Les termes de l'échange équivalent à la capacité d'importations moins la capacité d'exportations de biens et services en prix constants. Les données sont en devises locales constantes.","Données des comptes nationaux de la Banque mondiale et fichiers de données des comptes nationaux de l'OCDE.",
"NY.TAX.NIND.KN","Taxes nettes sur les produits (unités de devises locales constantes)","Les taxes nettes sur les produits (taxes indirectes nettes) sont la somme des taxes sur les produits moins les subventions. Les taxes sur les produits sont celles qui sont payables par les producteurs qui ont trait à la production, à la vente ou à l'utilisation de biens et services. Les subventions sont des aides du compte courant versées par le gouvernement général à des entreprises privées et à des entreprises publiques non incorporées. Les subventions peuvent prendre la forme de paiements pour garantir un prix ou pour permettre le maintien des prix de biens et de services en dessous de leur coût de production et d'autres formes d'aides aux producteurs. Les données sont en devises locales constantes.","Données des comptes nationaux de la Banque mondiale et fichiers de données des comptes nationaux de l'OCDE.",
"NY.GSR.NFCY.CN","Revenus nets de l’étranger (unités de devises locales courantes)","Le revenu net comprend le revenu net du travail et le revenu net de la propriété et de l'entreprise du système de comptabilité nationale. Le revenu du travail comprend la rémunération des employés versée à des travailleurs non-résidents. Le revenu de propriété et d'entreprise comprend les revenus de placement découlant de la propriété d'obligations financières (intérêts, dividendes, loyers, etc.) et le revenu de propriété non financier (brevets, droits d'auteur, etc.). Les données sont en devises locales.","Données des comptes nationaux de la Banque mondiale et fichiers de données des comptes nationaux de l'OCDE.",
"NY.GNS.ICTR.CN","Épargne brute (unités de devises locales courantes)","L'épargne brute est calculée comme étant le revenu national brut moins la consommation totale plus les transferts nets. Les données sont en devises locales.","Données des comptes nationaux de la Banque mondiale et fichiers de données des comptes nationaux de l'OCDE.",
"NY.GNP.PCAP.KN","RNB par habitant (monnaie locale actuelle)","Le RNB par habitant est le revenu national brut divisé par la population au milieu de l'année. Le revenu national brut ou RNB (produit national brut ou PNB dans les éditions précédentes) est la somme de la valeur ajoutée produite par tous les résidents plus toutes les recettes fiscales (moins les subventions) non comprises dans la valorisation de la production plus les réceptions nettes de revenus (rémunérations des employés et revenus fonciers) provenant de l'étranger. Les données sont en devises locales constantes.","Données des comptes nationaux de la Banque mondiale et fichiers de données des comptes nationaux de l'OCDE.",
"NY.GNP.PCAP.CD","RNB par habitant, méthode Atlas ($ US courants)","Le RNB par habitant (anciennement le PNB par habitant) est le revenu national brut, converti en dollars américains au moyen de la méthode Atlas de la Banque mondiale, divisé par la population en milieu d'année. Le RNB est la somme de la valeur ajoutée produite par tous les résidents plus toutes les recettes fiscales (moins les subventions) non comprises dans la valorisation de la production plus les réceptions nettes de revenus (rémunérations des employés et revenus fonciers) provenant de l'étranger. Le RNB est calculé en devises nationales et est habituellement converti en dollars américains aux taux officiels de change à des fins de comparaison avec d'autres économies, même si d'autres taux sont utilisés lorsque le taux de change officiel diffère grandement du taux réellement appliqué aux transactions internationales. Pour lisser les fluctuations des prix et des taux de change, une méthode spéciale de conversion Atlas est utilisée par la Banque mondiale. Cette méthode applique un facteur de conversion qui fait la moyenne du taux de change pour une année donnée et les deux années précédentes, ajusté pour tenir compte des différences de taux d'inflation entre les pays, et jusqu'en 2000, les pays du G-5 (France, Allemagne, Japon, Royaume-Uni et États-Unis). Depuis 2001, ces pays comprennent la zone euro, le Japon, le Royaume-Uni et les États-Unis.","Source : Données sur les comptes nationaux de la Banque mondiale et fichiers de données sur les comptes nationaux de l'OCDE.",
